rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_longp,koi_longp_err1,koi_longp_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_ingress,koi_ingress_err1,koi_ingress_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sage,koi_sage_err1,koi_sage_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
2139,3426367,K02662.01,Kepler-1308 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.10433534,4.467e-06,-4.467e-06,133.31612,0.00173,-0.00173,2454966.316,0.00173,-0.00173,0.0,,,,,,0.872,0.049,-0.661,1.1168,0.0649,-0.0649,,,,242.1,15.0,-15.0,0.016787,0.000157,-0.002672,1.86071,13.81462,-1.02433,LS+MCMC,0.79,0.11,-0.08,0.025,,,83.39,,,662.0,,,45.34,17.7,-12.75,7.58,3.8,-3.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3411,0.3866,q1_q17_dr25_koi,3.707802,16.621637,20.7,1,634.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.7303,Mandel and Agol (2002 ApJ 580 171),,,003/003426/003426367/dv/kplr003426367-20160209194854_dvr.pdf,003/003426/003426367/dv/kplr003426367-001-20160209194854_dvs.pdf,3605.0,71.0,-85.0,4.837,0.038,-0.071,0.07,0.15,-0.15,0.433,0.058,-0.048,0.47,0.047,-0.057,,,,q1_q17_dr25_stellar,285.92889,38.520981,14.488,16.237,14.837,13.739,13.189,11.878,11.24,11.023,0.082,19.061899,1.5e-05,38.52072,0.00018,-1.19,0.62,-0.93,0.66,0.00014,0.00015,-0.00014,0.00016,0.19,0.19,0.16,0.21,0.25,0.2,-0.11,0.22,-0.58,0.29,0.59,0.26
2141,11548140,K00256.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,SWEET_EB,1.378649746,4e-07,-4e-07,169.780113,0.000222,-0.000222,2455002.78,0.000222,-0.000222,0.0,,,,,,0.099,0.081,-0.099,1.2232,0.0105,-0.0105,,,,22462.0,165.0,-165.0,0.135797,0.000847,-0.000664,9.26842,0.30379,-0.54573,LS+MCMC,6.51,0.52,-0.77,0.0188,,,89.42,,,734.0,,,68.34,17.82,-19.72,9.765,0.32,-0.32,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2823,0.4558,q1_q17_dr25_koi,27.948862,110.819664,172.2,1,770.0,1.0,q1_q17_dr25_tce,11111110111011101000000000000000,0.4587,Mandel and Agol (2002 ApJ 580 171),,,011/011548/011548140/dv/kplr011548140-20160209194854_dvr.pdf,011/011548/011548140/dv/kplr011548140-001-20160209194854_dvs.pdf,3440.0,68.0,-75.0,4.82,0.044,-0.04,0.46,0.05,-0.15,0.439,0.035,-0.052,0.465,0.032,-0.06,,,,q1_q17_dr25_stellar,285.18512,49.565369,15.373,17.092,15.754,14.636,14.059,12.701,12.001,11.783,0.0,19.012349,4.4e-06,49.56458,4.6e-05,0.24,0.15,-2.85,0.16,-0.00088,0.00049,0.00552,0.00069,0.11,0.071,-0.177,0.067,0.208,0.068,-0.057,0.071,-0.165,0.072,0.174,0.073
2207,8631751,K02453.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,1.530515205,1.677e-06,-1.677e-06,131.867506,0.000913,-0.000913,2454964.868,0.000913,-0.000913,0.0,,,,,,0.882,0.059,-0.662,0.5945,0.0528,-0.0528,,,,659.7,30.5,-30.5,0.029563,0.002887,-0.004948,9.33124,88.9588,-6.74388,LS+MCMC,0.84,0.17,-0.15,0.0163,,,85.18,,,608.0,,,32.46,19.25,-11.82,10.49,5.0,-5.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4341,0.2646,q1_q17_dr25_koi,3.4998615,12.533469,23.2,1,873.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9289,Mandel and Agol (2002 ApJ 580 171),,,008/008631/008631751/dv/kplr008631751-20160209194854_dvr.pdf,008/008631/008631751/dv/kplr008631751-001-20160209194854_dvs.pdf,3462.0,76.0,-69.0,5.004,0.065,-0.065,-0.42,0.15,-0.1,0.259,0.054,-0.044,0.247,0.067,-0.045,,,,q1_q17_dr25_stellar,294.46848,44.75396,15.63,,15.85,14.939,14.471,13.185,12.651,12.423,0.247,19.631229,9.3e-06,44.754291,9.9e-05,-0.06,0.36,1.19,0.36,-8e-05,0.00022,0.00019,0.00022,0.06,0.12,0.23,0.19,0.24,0.19,-0.02,0.3,2.41,0.2,2.42,0.2
2238,9390653,K00249.01,Kepler-504 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,9.549277089,5.287e-06,-5.287e-06,175.757183,0.000433,-0.000433,2455008.757,0.000433,-0.000433,0.0,,,,,,0.068,0.282,-0.068,1.5832,0.0185,-0.0185,,,,1826.9,20.0,-20.0,0.038907,0.000597,-0.000362,22.61413,1.08182,-4.46583,LS+MCMC,1.57,0.21,-0.24,0.0646,,,89.92,,,374.0,,,4.62,1.83,-1.58,47.77,2.3,-2.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,16.14665,110.62994,112.2,1,138.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0216,Mandel and Agol (2002 ApJ 580 171),,,009/009390/009390653/dv/kplr009390653-20160209194854_dvr.pdf,009/009390/009390653/dv/kplr009390653-001-20160209194854_dvs.pdf,3547.0,71.0,-80.0,4.899,0.06,-0.06,-0.14,0.15,-0.15,0.369,0.05,-0.056,0.396,0.048,-0.072,,,,q1_q17_dr25_stellar,284.92184,45.972401,14.486,16.132,14.731,13.781,13.301,12.0,11.374,11.155,0.0,18.9947976,1.8e-06,45.972486,2.1e-05,0.334,0.067,0.311,0.074,0.00052,0.00016,0.00112,0.00019,-0.688,0.096,-0.9,0.12,1.13,0.11,0.048,0.095,-0.04,0.1,0.06,0.12
2258,6183511,K02542.01,Kepler-1855 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.958,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,0.727331746,1.291e-06,-1.291e-06,132.37007,0.00156,-0.00156,2454965.37,0.00156,-0.00156,0.0,,,,,,0.153,0.301,-0.153,0.8323,0.0627,-0.0627,,,,357.4,23.9,-23.9,0.017336,0.001111,-0.000534,10.9556,2.55506,-5.08369,LS+MCMC,0.67,0.11,-0.1,0.0115,,,88.7,,,849.0,,,122.92,56.11,-44.24,6.74,1.6,-1.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3411,0.3866,q1_q17_dr25_koi,3.677484,14.735321,20.4,1,1423.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.9275,Mandel and Agol (2002 ApJ 580 171),,,006/006183/006183511/dv/kplr006183511-20160209194854_dvr.pdf,006/006183/006183511/dv/kplr006183511-001-20160209194854_dvs.pdf,3460.0,69.0,-83.0,4.92,0.058,-0.071,0.07,0.15,-0.15,0.356,0.057,-0.057,0.385,0.055,-0.076,,,,q1_q17_dr25_stellar,283.40195,41.516331,15.527,17.329,15.901,14.755,14.177,12.858,12.266,12.032,0.012,18.893473,1.7e-05,41.51593,0.00021,0.38,0.69,-1.42,0.76,-0.00028,0.00025,0.00036,0.00028,-0.31,0.32,-0.43,0.14,0.53,0.22,-0.63,0.31,-0.73,0.14,0.97,0.25
2286,11768142,K02626.01,Kepler-1652 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.999,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,38.0970717,0.0003079,-0.0003079,140.00353,0.00659,-0.00659,2454973.004,0.00659,-0.00659,0.0,,,,,,0.953,0.019,-0.688,4.307,0.21,-0.21,,,,913.3,59.1,-59.1,0.03645,0.001547,-0.009758,0.27308,8.06046,-0.12542,LS+MCMC,1.58,0.2,-0.21,0.1667,,,88.02,,,242.0,,,0.81,0.3,-0.25,27.6,13.6,-13.6,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.366,0.3573,q1_q17_dr25_koi,4.2678237,14.57548,17.0,1,38.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9785,Mandel and Agol (2002 ApJ 580 171),,,011/011768/011768142/dv/kplr011768142-20160209194854_dvr.pdf,011/011768/011768142/dv/kplr011768142-001-20160209194854_dvs.pdf,3554.0,71.0,-80.0,4.867,0.055,-0.055,-0.04,0.15,-0.15,0.398,0.049,-0.054,0.426,0.047,-0.076,,,,q1_q17_dr25_stellar,294.36609,49.915058,15.931,17.596,16.218,15.218,14.761,13.454,12.784,12.635,0.0,19.624478,2.8e-05,49.91442,0.00026,2.52,0.99,-2.32,0.94,-0.00238,0.00092,0.00214,0.00089,0.24,0.47,0.57,0.38,0.62,0.43,0.14,0.44,0.64,0.39,0.66,0.41
2322,8733898,K02842.01,Kepler-446 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,1.565412613,1.601e-06,-1.601e-06,132.91281,0.00115,-0.00115,2454965.913,0.00115,-0.00115,0.0,,,,,,0.003,0.431,-0.003,0.7572,0.0299,-0.0299,,,,2754.6,83.1,-83.1,0.048437,0.002143,-0.000505,35.12423,4.46061,-12.55432,LS+MCMC,1.73,0.22,-0.19,0.0182,,,89.99,,,648.0,,,41.85,15.16,-10.74,16.57,2.1,-2.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,4.9627504,33.523926,48.6,3,336.0,1.0,q1_q17_dr25_tce,00000010000111111000000000000000,0.7319,Mandel and Agol (2002 ApJ 580 171),,,008/008733/008733898/dv/kplr008733898-20160209194854_dvr.pdf,008/008733/008733898/dv/kplr008733898-001-20160209194854_dvs.pdf,3464.0,69.0,-55.0,4.923,0.044,-0.044,-0.14,0.15,-0.15,0.328,0.04,-0.036,0.328,0.053,-0.043,,,,q1_q17_dr25_stellar,282.25021,44.921108,16.257,17.943,16.794,15.534,14.929,13.591,13.075,12.827,0.0,18.8166674,9.9e-06,44.92091,0.0001,-0.51,0.38,-0.74,0.37,0.0002,0.0012,0.0021,0.0014,0.03,0.13,0.12,0.14,0.12,0.14,-0.28,0.13,0.04,0.14,0.28,0.13
2323,8733898,K02842.02,Kepler-446 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.992,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.14892346,1.247e-05,-1.247e-05,133.31971,0.00278,-0.00278,2454966.32,0.00278,-0.00278,0.0,,,,,,0.719,0.186,-0.506,0.9613,0.0538,-0.0538,,,,2355.0,120.0,-120.0,0.048149,0.009532,-0.003498,21.7424,41.71447,-16.49153,LS+MCMC,1.72,0.21,-0.18,0.0403,,,88.68,,,436.0,,,8.54,3.09,-2.19,31.2,15.0,-15.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3775,0.3402,q1_q17_dr25_koi,4.4788084,17.186102,25.4,3,88.0,3.0,q1_q17_dr25_tce,00000010000111111000000000000000,0.0242,Mandel and Agol (2002 ApJ 580 171),,,008/008733/008733898/dv/kplr008733898-20160209194854_dvr.pdf,008/008733/008733898/dv/kplr008733898-003-20160209194854_dvs.pdf,3464.0,69.0,-55.0,4.923,0.044,-0.044,-0.14,0.15,-0.15,0.328,0.04,-0.036,0.328,0.053,-0.043,,,,q1_q17_dr25_stellar,282.25021,44.921108,16.257,17.943,16.794,15.534,14.929,13.591,13.075,12.827,0.759,18.816674,1.9e-05,44.92119,0.0002,-0.26,0.74,0.27,0.73,-0.0004,0.002,-0.0005,0.0022,-0.07,0.28,0.32,0.3,0.32,0.27,-0.31,0.28,0.26,0.2,0.41,0.25
2332,9730163,K02704.01,Kepler-445 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,4.871223664,7.688e-06,-7.688e-06,133.64255,0.00151,-0.00151,2454966.643,0.00151,-0.00151,0.0,,,,,,0.706,0.066,-0.491,1.5916,0.0553,-0.0553,,,,6462.0,152.0,-152.0,0.079431,0.008687,-0.007179,5.56558,8.7526,-0.57798,LS+MCMC,1.56,0.7,-0.23,0.0301,,,87.88,,,341.0,,,3.18,4.16,-0.99,19.11,7.5,-7.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3107,0.423,q1_q17_dr25_koi,8.1851425,41.95647,50.5,3,119.0,1.0,q1_q17_dr25_tce,00000101100111011000000000000000,0.7569,Mandel and Agol (2002 ApJ 580 171),,,009/009730/009730163/dv/kplr009730163-20160209194854_dvr.pdf,009/009730/009730163/dv/kplr009730163-001-20160209194854_dvs.pdf,3157.0,75.0,-37.0,5.112,0.076,-0.123,0.26,0.15,-0.1,0.18,0.081,-0.027,0.153,0.092,-0.023,,,,q1_q17_dr25_stellar,298.73611,46.498634,17.475,18.666,17.462,16.961,,13.542,12.929,12.61,0.77,19.9157566,7.2e-06,46.498902,7.7e-05,0.55,0.27,0.96,0.28,-0.0003,0.0034,0.0007,0.0046,-0.09,0.17,0.11,0.19,0.14,0.18,0.34,0.37,1.27,0.3,1.31,0.37
2333,9730163,K02704.02,Kepler-445 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.939,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.984157711,8.749e-06,-8.749e-06,133.11908,0.00279,-0.00279,2454966.119,0.00279,-0.00279,0.0,,,,,,0.45,0.479,-0.24,1.2637,0.0667,-0.0667,,,,2598.0,129.0,-129.0,0.046896,0.00111,-0.003045,10.55546,5.29425,-3.01123,LS+MCMC,0.92,0.42,-0.14,0.0217,,,88.49,,,401.0,,,6.12,8.01,-1.9,17.06,4.3,-4.3,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3107,0.423,q1_q17_dr25_koi,3.9131248,19.508406,24.3,3,195.0,2.0,q1_q17_dr25_tce,00000101100111011000000000000000,0.5362,Mandel and Agol (2002 ApJ 580 171),,,009/009730/009730163/dv/kplr009730163-20160209194854_dvr.pdf,009/009730/009730163/dv/kplr009730163-002-20160209194854_dvs.pdf,3157.0,75.0,-37.0,5.112,0.076,-0.123,0.26,0.15,-0.1,0.18,0.081,-0.027,0.153,0.092,-0.023,,,,q1_q17_dr25_stellar,298.73611,46.498634,17.475,18.666,17.462,16.961,,13.542,12.929,12.61,0.881,19.915761,1.6e-05,46.49892,0.00017,0.73,0.6,1.03,0.62,-0.0005,0.0017,0.0001,0.002,0.04,0.15,-0.26,0.34,0.26,0.34,0.48,0.16,0.93,0.34,1.04,0.31
2334,11453592,K02705.01,Kepler-1319 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,2.8867624,3.741e-06,-3.741e-06,131.66592,0.00125,-0.00125,2454964.666,0.00125,-0.00125,0.0,,,,,,0.92,0.032,-0.691,0.9879,0.031,-0.031,,,,631.8,22.6,-22.6,0.029146,0.001064,-0.006174,2.52148,35.69313,-0.80991,LS+MCMC,1.24,0.17,-0.2,0.0296,,,84.91,,,557.0,,,22.75,9.63,-7.98,10.36,5.1,-5.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3411,0.3866,q1_q17_dr25_koi,5.6550226,35.076653,37.1,1,269.0,1.0,q1_q17_dr25_tce,00000111100111111000000000000000,0.989,Mandel and Agol (2002 ApJ 580 171),,,011/011453/011453592/dv/kplr011453592-20160209194854_dvr.pdf,011/011453/011453592/dv/kplr011453592-001-20160209194854_dvs.pdf,3483.0,78.0,-78.0,4.875,0.06,-0.06,0.1,0.15,-0.15,0.389,0.055,-0.061,0.415,0.052,-0.078,,,,q1_q17_dr25_stellar,290.95615,49.366398,14.717,15.759,14.693,14.27,,11.57,10.927,10.726,0.0,19.3971051,7.8e-06,49.366621,6.6e-05,0.97,0.27,0.81,0.24,-0.00042,0.00017,0.00033,0.00015,0.028,0.096,-0.117,0.098,0.12,0.098,0.3,0.11,1.34,0.12,1.37,0.12
2399,9837661,K02715.01,Kepler-1321 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,11.12827427,2.074e-05,-2.074e-05,139.54417,0.00201,-0.00201,2454972.544,0.00201,-0.00201,0.0,,,,,,0.594,0.24,-0.388,2.6118,0.0592,-0.0592,,,,6057.0,103.0,-103.0,0.073529,0.009679,-0.003892,3.77092,3.08525,-0.05147,LS+MCMC,4.04,0.24,-0.45,0.0781,,,88.83,,,408.0,,,6.52,1.47,-1.86,29.1,11.9,-11.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2107,0.5308,q1_q17_dr25_koi,14.222022,55.062897,65.6,3,58.0,1.0,q1_q17_dr25_tce,00000100010111111000000000000000,0.7763,Mandel and Agol (2002 ApJ 580 171),,,009/009837/009837661/dv/kplr009837661-20160209194854_dvr.pdf,009/009837/009837661/dv/kplr009837661-001-20160209194854_dvs.pdf,3640.0,81.0,-90.0,4.744,0.056,-0.024,0.21,0.15,-0.15,0.503,0.03,-0.056,0.513,0.036,-0.054,,,,q1_q17_dr25_stellar,294.52859,46.640968,16.835,18.015,16.902,16.33,16.04,14.832,14.224,13.884,0.0,19.6352433,4.3e-06,46.641238,5.9e-05,0.12,0.16,0.97,0.21,0.0029,0.002,0.0042,0.0029,-0.14,0.2,-0.084,0.091,0.16,0.18,-0.15,0.13,-0.03,0.11,0.16,0.12
2409,6679295,K02862.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,0.993,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,24.5752524,0.0001782,-0.0001782,144.18324,0.00649,-0.00649,2454977.183,0.00649,-0.00649,0.0,,,,,,0.489,0.466,-0.288,2.258,0.145,-0.145,,,,1003.4,81.2,-81.2,0.029364,0.000904,-0.002106,13.37272,9.41621,-2.94452,LS+MCMC,1.64,0.09,-0.11,0.1351,,,89.63,,,316.0,,,2.35,0.49,-0.48,75.3,26.5,-26.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2964,0.4262,q1_q17_dr25_koi,5.2338805,12.88293,12.1,1,45.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.1417,Mandel and Agol (2002 ApJ 580 171),,,006/006679/006679295/dv/kplr006679295-20160209194854_dvr.pdf,006/006679/006679295/dv/kplr006679295-001-20160209194854_dvs.pdf,3678.0,73.0,-80.0,4.755,0.028,-0.032,0.26,0.15,-0.15,0.512,0.029,-0.035,0.545,0.024,-0.041,,,,q1_q17_dr25_stellar,287.94861,42.156139,15.907,17.355,16.031,15.286,14.872,13.656,12.976,12.762,0.0,19.196632,1.7e-05,42.15624,0.00014,2.33,0.7,0.36,0.51,-0.00034,0.00079,-0.00125,0.00064,-3.5,1.1,3.16,0.81,4.8,1.3,0.74,0.74,-0.44,0.47,0.86,0.8
2415,9837661,K02715.02,Kepler-1321 c,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.226496196,5.317e-06,-5.317e-06,133.37195,0.00258,-0.00258,2454966.372,0.00258,-0.00258,0.0,,,,,,0.048,0.396,-0.048,1.7073,0.0513,-0.0513,,,,1839.1,59.7,-59.7,0.038292,0.001661,-0.000642,4.23146,0.40151,-1.38394,LS+MCMC,2.1,0.13,-0.23,0.0267,,,89.73,,,697.0,,,55.76,12.61,-15.92,10.35,0.982,-0.982,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2107,0.5308,q1_q17_dr25_koi,5.6208835,31.130331,36.0,3,274.0,2.0,q1_q17_dr25_tce,00000100010111111000000000000000,0.267,Mandel and Agol (2002 ApJ 580 171),,,009/009837/009837661/dv/kplr009837661-20160209194854_dvr.pdf,009/009837/009837661/dv/kplr009837661-002-20160209194854_dvs.pdf,3640.0,81.0,-90.0,4.744,0.056,-0.024,0.21,0.15,-0.15,0.503,0.03,-0.056,0.513,0.036,-0.054,,,,q1_q17_dr25_stellar,294.52859,46.640968,16.835,18.015,16.902,16.33,16.04,14.832,14.224,13.884,0.0,19.6352648,8e-06,46.64112,0.00011,0.92,0.3,0.54,0.38,-0.0006,0.00065,0.00203,0.00087,-0.18,0.33,-0.383,0.097,0.42,0.19,-0.03,0.31,-0.27,0.12,0.27,0.15
2416,9837661,K02715.03,Kepler-1321 d,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.72084599,3.62e-05,-3.62e-05,134.66576,0.00616,-0.00616,2454967.666,0.00616,-0.00616,0.0,,,,,,0.166,0.305,-0.166,2.744,0.137,-0.137,,,,1316.0,73.0,-73.0,0.032418,0.00173,-0.001105,2.47495,0.44106,-0.92847,LS+MCMC,1.78,0.11,-0.2,0.0501,,,89.41,,,509.0,,,15.84,3.58,-4.52,16.24,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2107,0.5308,q1_q17_dr25_koi,3.873407,15.0563755,20.5,3,94.0,3.0,q1_q17_dr25_tce,00000100010111111000000000000000,0.8079,Mandel and Agol (2002 ApJ 580 171),,,009/009837/009837661/dv/kplr009837661-20160209194854_dvr.pdf,009/009837/009837661/dv/kplr009837661-003-20160209194854_dvs.pdf,3640.0,81.0,-90.0,4.744,0.056,-0.024,0.21,0.15,-0.15,0.503,0.03,-0.056,0.513,0.036,-0.054,,,,q1_q17_dr25_stellar,294.52859,46.640968,16.835,18.015,16.902,16.33,16.04,14.832,14.224,13.884,0.173,19.635248,1.5e-05,46.64127,0.00019,0.29,0.54,1.07,0.7,0.00039,0.00075,0.00076,0.00099,-0.01,0.13,0.1,2.2,0.1,2.1,-0.15,0.22,0.5,1.3,0.5,1.2
2557,9612825,K02685.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---CENT_RESOLVED_OFFSET---HALO_GHOST,2.846517614,7.596e-06,-7.596e-06,133.24348,0.00252,-0.00252,2454966.243,0.00252,-0.00252,0.0,,,,,,0.931,0.008,-0.012,4.228,0.122,-0.122,,,,2154.4,50.7,-50.7,0.053662,0.000742,-0.002178,0.0467,0.00695,-0.00767,LS+MCMC,1.88,0.45,-0.56,0.0269,,,69.93,,,528.0,,,18.32,13.34,-10.38,2.715,0.404,-0.404,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3976,0.3142,q1_q17_dr25_koi,22.141684,80.99499,58.0,1,274.0,1.0,q1_q17_dr25_tce,00000111100111111000000000000000,0.8004,Mandel and Agol (2002 ApJ 580 171),,,009/009612/009612825/dv/kplr009612825-20160209194854_dvr.pdf,009/009612/009612825/dv/kplr009612825-001-20160209194854_dvs.pdf,3468.0,102.0,-112.0,4.931,0.12,-0.08,-0.18,0.3,-0.3,0.32,0.077,-0.095,0.32,0.099,-0.099,,,,q1_q17_dr25_stellar,300.08737,46.200695,16.3,17.418,16.303,15.818,,12.903,12.365,12.133,,20.003776,1.1e-05,46.22138,0.00012,-76.59,0.41,74.47,0.45,,,,,-8.06,0.56,7.4,1.1,10.9,1.1,-9.992,0.074,8.285,0.068,12.98,0.074
2568,8227661,K02826.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---CENT_RESOLVED_OFFSET,1.85373924,1.184e-05,-1.184e-05,132.66885,0.00668,-0.00668,2454965.669,0.00668,-0.00668,0.0,,,,,,0.551,0.398,-0.337,1.816,0.142,-0.142,,,,348.6,24.4,-24.4,0.01786,0.000446,-0.001031,1.66594,1.43877,-0.40989,LS+MCMC,0.23,0.0,0.0,0.0134,,,85.29,,,345.0,,,3.36,0.0,0.0,6.71,2.9,-2.9,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.366,0.3573,q1_q17_dr25_koi,3.9291978,16.466364,18.0,1,516.0,1.0,q1_q17_dr25_tce,00000111111111111000000000000000,0.3007,Mandel and Agol (2002 ApJ 580 171),,,008/008227/008227661/dv/kplr008227661-20160209194854_dvr.pdf,008/008227/008227661/dv/kplr008227661-001-20160209194854_dvs.pdf,2661.0,0.0,0.0,5.283,0.0,0.0,0.0,0.0,0.0,0.116,0.0,0.0,0.094,0.0,0.0,,,,q1_q17_dr25_stellar,289.84772,44.185783,12.946,13.556,12.891,12.684,,14.329,13.598,13.191,0.0,19.322781,2.1e-05,44.18857,0.00022,-15.48,0.8,10.05,0.79,0.00477,0.00025,-0.00312,0.00025,-7.74,0.16,3.667,0.072,8.56,0.15,-7.857,0.069,3.053,0.068,8.429,0.069
